0.829653	-0.485407	-1.000000
0.269648	0.551303	-1.000000
-0.154007	-0.389272	1.000000
-0.928804	0.225844	-1.000000
-0.429655	-0.136848	1.000000
-0.234401	-0.563345	-1.000000
0.003092	-0.001659	1.000000
-0.611677	0.656145	-1.000000
0.234316	0.061021	1.000000
-0.584205	0.748413	-1.000000
-0.140591	0.030882	1.000000
0.480466	-0.196766	-1.000000
-0.067554	-0.167401	1.000000
0.326232	0.016109	1.000000
0.372710	-0.855685	-1.000000
0.368565	-0.637535	-1.000000
0.344800	-0.626387	-1.000000
0.766906	0.547180	-1.000000
0.799543	-0.162604	-1.000000
0.554902	0.066895	-1.000000
0.300897	-0.703155	-1.000000
0.088437	-0.362802	1.000000
-0.204866	-0.432858	1.000000
-0.089712	0.092336	1.000000
-0.421303	-0.295972	-1.000000
0.578433	0.193056	-1.000000
-0.677044	0.579131	-1.000000
0.017286	0.253077	1.000000
0.641426	0.592052	-1.000000
0.116587	0.209723	1.000000
-0.715937	-0.599966	-1.000000
0.031356	-0.071265	1.000000
-0.064821	-0.155814	1.000000
-0.004612	-0.012264	1.000000
-0.042804	0.052690	1.000000
0.098982	0.032551	1.000000
-0.283364	-0.881034	-1.000000
-0.440882	-0.162538	1.000000
-0.469887	-0.271176	-1.000000
0.610796	-0.624255	-1.000000
-0.826984	-0.346859	-1.000000
0.645794	0.321895	-1.000000
0.793551	-0.060460	-1.000000
0.023559	0.955280	-1.000000
0.670424	-0.072026	-1.000000
0.001922	0.000868	1.000000
0.952052	-0.003166	-1.000000
0.500806	-0.368110	-1.000000
-0.448085	-0.397254	-1.000000
0.798157	-0.269304	-1.000000
0.082623	-0.049352	1.000000
0.382959	0.214799	1.000000
0.299867	-0.659533	-1.000000
0.270542	0.131486	1.000000
-0.486284	-0.179362	-1.000000
0.036034	-0.137406	1.000000
0.653248	0.038256	-1.000000
-0.379865	0.712459	-1.000000
0.697036	0.318177	-1.000000
-0.236358	0.165710	1.000000
-0.302040	0.192700	1.000000
0.003886	0.006100	1.000000
-0.215715	-0.160846	1.000000
0.002688	-0.114805	1.000000
-0.032417	0.512024	-1.000000
0.305571	-0.440666	-1.000000
0.026058	0.418650	1.000000
0.362736	-0.302168	1.000000
-0.186505	-0.182155	1.000000
0.009136	0.188241	1.000000
0.931417	0.330773	-1.000000
0.132308	0.305383	1.000000
0.642803	-0.379292	-1.000000
0.542624	0.149690	-1.000000
0.113715	-0.266337	1.000000
0.006525	0.009099	1.000000
-0.649426	-0.530104	-1.000000
-0.176188	-0.520906	-1.000000
-0.353353	0.052712	1.000000
0.296413	-0.893700	-1.000000
-0.171472	0.069750	1.000000
0.328882	0.223554	1.000000
-0.930181	0.192433	-1.000000
-0.159498	0.139137	1.000000
0.352441	-0.076993	1.000000
0.008408	-0.341015	1.000000
-0.035429	-0.117547	1.000000
0.117410	0.157505	1.000000
0.360006	-0.678081	-1.000000
-0.418638	0.209276	1.000000
-0.451721	-0.691809	-1.000000
-0.139669	0.197736	1.000000
-0.845623	-0.232849	-1.000000
-0.260645	0.955277	-1.000000
0.428567	0.322588	-1.000000
0.097858	-0.116951	1.000000
0.629721	-0.197262	-1.000000
0.222385	-0.004374	1.000000
0.577874	0.439200	-1.000000
-0.560382	-0.097722	-1.000000
